"HeroID","Level","Phys_ATK","HP","Phys_Defense","Attack_Speed","Critical_Rate","HP_5_sec","Armor_Pierce","Life_Steal","Magic_Power","Max_Mana","Magic_Defense","Cooldown_Reduction","Movement_Speed","Mana_5_sec","Magic_Pierce","Magic_Life_Steal","Resistance"
H006,10,292.0,5568,299.0,0.09,0.0,64,45.0,0.0,0.0,0,201.0,0.0,350.0,0,45.0,0.0,0.0
H006,11,305.0,5800,317.0,0.1,0.0,66,48.0,0.0,0.0,0,214.0,0.0,350.0,0,48.0,0.0,0.0
H006,12,318.0,6033,335.0,0.11,0.0,68,51.0,0.0,0.0,0,228.0,0.0,350.0,0,51.0,0.0,0.0
H006,13,331.0,6265,353.0,0.12,0.0,70,54.0,0.0,0.0,0,241.0,0.0,350.0,0,54.0,0.0,0.0
H006,14,343.0,6498,371.0,0.13,0.0,72,57.0,0.0,0.0,0,255.0,0.0,350.0,0,57.0,0.0,0.0
H006,15,356.0,6730,389.0,0.14,0.0,74,60.0,0.0,0.0,0,268.0,0.0,350.0,0,60.0,0.0,0.0
H007,1,177.0,3379,134.0,0.0,0.0,47,18.0,0.0,12.0,100,80.0,0.0,350.0,0,18.0,0.0,0.0
H007,2,194.0,3634,152.0,0.0,0.0,49,21.0,0.0,12.0,100,93.0,0.0,350.0,0,21.0,0.0,0.0
H007,3,212.0,3890,171.0,0.0,0.0,51,24.0,0.0,12.0,100,107.0,0.0,350.0,0,24.0,0.0,0.0
H007,4,229.0,4146,189.0,0.0,0.0,53,27.0,0.0,12.0,100,120.0,0.0,350.0,0,27.0,0.0,0.0
H007,5,247.0,4401,208.0,0.0,0.0,55,30.0,0.0,12.0,100,133.5,0.0,350.0,0,30.0,0.0,0.0
H007,6,265.0,4657,227.0,0.0,0.0,57,33.0,0.0,12.0,100,146.9,0.0,350.0,0,33.0,0.0,0.0
H007,7,282.0,4912,245.0,0.0,0.0,59,36.0,0.0,12.0,100,160.3,0.0,350.0,0,36.0,0.0,0.0
H007,8,299.0,5168,263.0,0.0,0.0,61,39.0,0.0,12.0,100,173.7,0.0,350.0,0,39.0,0.0,0.0
H007,9,317.0,5424,282.0,0.0,0.0,63,42.0,0.0,12.0,100,187.1,0.0,350.0,0,42.0,0.0,0.0
H007,10,335.0,5680,301.0,0.0,0.0,65,45.0,0.0,12.0,100,200.5,0.0,350.0,0,45.0,0.0,0.0
H007,11,352.0,5935,319.0,0.0,0.0,67,48.0,0.0,12.0,100,213.9,0.0,350.0,0,48.0,0.0,0.0
H007,12,370.0,6191,338.0,0.0,0.0,69,51.0,0.0,12.0,100,227.3,0.0,350.0,0,51.0,0.0,0.0
H007,13,387.0,6447,356.0,0.0,0.0,71,54.0,0.0,12.0,100,240.7,0.0,350.0,0,54.0,0.0,0.0
H007,14,405.0,6702,375.0,0.0,0.0,73,57.0,0.0,12.0,100,254.1,0.0,350.0,0,57.0,0.0,0.0
H007,15,423.0,6958,394.0,0.0,0.0,75,60.0,0.0,12.0,100,267.5,0.0,350.0,0,60.0,0.0,0.0
H008,1,172.0,3360,133.0,0.6,0.0,55,0.0,0.0,0.0,0,80.0,0.0,380.0,0,0.0,0.0,0.0
H008,2,187.0,3660,153.0,0.62,0.0,57,0.0,0.0,0.0,0,93.0,0.0,380.0,0,0.0,0.0,0.0
H008,3,202.0,3960,173.0,0.64,0.0,59,0.0,0.0,0.0,0,107.0,0.0,380.0,0,0.0,0.0,0.0
H008,4,217.0,4260,193.0,0.66,0.0,61,0.0,0.0,0.0,0,120.0,0.0,380.0,0,0.0,0.0,0.0
H008,5,233.0,4560,213.0,0.68,0.0,63,0.0,0.0,0.0,0,134.0,0.0,380.0,0,0.0,0.0,0.0
H008,6,248.0,4860,233.0,0.7,0.0,65,0.0,0.0,0.0,0,147.0,0.0,380.0,0,0.0,0.0,0.0
H008,7,263.0,5160,253.0,0.72,0.0,68,0.0,0.0,0.0,0,161.0,0.0,380.0,0,0.0,0.0,0.0
H008,8,278.0,5460,273.0,0.74,0.0,70,0.0,0.0,0.0,0,175.0,0.0,380.0,0,0.0,0.0,0.0
H008,9,293.0,5760,293.0,0.76,0.0,72,0.0,0.0,0.0,0,188.0,0.0,380.0,0,0.0,0.0,0.0
H008,10,308.0,6060,313.0,0.78,0.0,74,0.0,0.0,0.0,0,201.0,0.0,380.0,0,0.0,0.0,0.0
H008,11,324.0,6360,333.0,0.8,0.0,76,0.0,0.0,0.0,0,215.0,0.0,380.0,0,0.0,0.0,0.0
H008,12,339.0,6660,353.0,0.82,0.0,78,0.0,0.0,0.0,0,228.0,0.0,380.0,0,0.0,0.0,0.0
H008,13,354.0,6960,373.0,0.84,0.0,81,0.0,0.0,0.0,0,242.0,0.0,380.0,0,0.0,0.0,0.0
H008,14,369.0,7260,393.0,0.86,0.0,83,0.0,0.0,0.0,0,255.0,0.0,380.0,0,0.0,0.0,0.0
H008,15,384.0,7560,413.0,0.88,0.0,85,0.0,0.0,0.0,0,269.0,0.0,380.0,0,0.0,0.0,0.0
H009,1,188.0,3535,135.0,0.0,0.0,61,0.0,0.0,27.0,0,80.0,0.0,360.0,0,0.0,0.0,0.0
H009,2,204.0,3807,156.0,0.03,0.0,62,0.0,0.0,30.0,0,93.0,0.0,360.0,0,0.0,0.0,0.0
H009,3,221.0,4079,177.0,0.06,0.0,64,0.0,0.0,33.0,0,107.0,0.0,360.0,0,0.0,0.0,0.0
H009,4,238.0,4351,198.0,0.09,0.0,66,0.0,0.0,36.0,0,120.0,0.0,360.0,0,0.0,0.0,0.0
H009,5,255.0,4623,219.0,0.12,0.0,68,0.0,0.0,39.0,0,134.0,0.0,360.0,0,0.0,0.0,0.0
H009,6,272.0,4895,241.0,0.15,0.0,70,0.0,0.0,42.0,0,147.0,0.0,360.0,0,0.0,0.0,0.0
H009,7,288.0,5167,262.0,0.18,0.0,72,0.0,0.0,45.0,0,161.0,0.0,360.0,0,0.0,0.0,0.0
H009,8,305.0,5439,283.0,0.21,0.0,74,0.0,0.0,48.0,0,175.0,0.0,360.0,0,0.0,0.0,0.0
H009,9,322.0,5711,304.0,0.24,0.0,76,0.0,0.0,51.0,0,188.0,0.0,360.0,0,0.0,0.0,0.0
H009,10,339.0,5983,326.0,0.27,0.0,78,0.0,0.0,54.0,0,201.0,0.0,360.0,0,0.0,0.0,0.0
H009,11,356.0,6255,347.0,0.3,0.0,80,0.0,0.0,57.0,0,215.0,0.0,360.0,0,0.0,0.0,0.0
H009,12,372.0,6527,368.0,0.33,0.0,81,0.0,0.0,60.0,0,228.0,0.0,360.0,0,0.0,0.0,0.0
H009,13,389.0,6799,389.0,0.36,0.0,83,0.0,0.0,63.0,0,242.0,0.0,360.0,0,0.0,0.0,0.0
H009,14,406.0,7071,410.0,0.39,0.0,85,0.0,0.0,66.0,0,255.0,0.0,360.0,0,0.0,0.0,0.0
H009,15,423.0,7343,431.0,0.42,0.0,87,0.0,0.0,69.0,0,269.0,0.0,360.0,0,0.0,0.0,0.0
H010,1,169.0,3657,147.0,0.0,0.0,61,0.0,0.0,15.0,0,80.0,0.0,380.0,0,0.0,0.0,0.0
H010,2,182.0,4010,171.0,0.03,0.0,64,0.0,0.0,18.0,0,93.0,0.0,380.0,0,0.0,0.0,0.0
H010,3,196.0,4364,196.0,0.06,0.0,67,0.0,0.0,21.0,0,107.0,0.0,380.0,0,0.0,0.0,0.0
H010,4,209.0,4717,221.0,0.09,0.0,71,0.0,0.0,24.0,0,120.0,0.0,380.0,0,0.0,0.0,0.0
H010,5,223.0,5072,245.0,0.12,0.0,74,0.0,0.0,27.0,0,134.0,0.0,380.0,0,0.0,0.0,0.0
H010,6,237.0,5426,269.0,0.15,0.0,78,0.0,0.0,30.0,0,148.0,0.0,380.0,0,0.0,0.0,0.0
H010,7,250.0,5779,294.0,0.18,0.0,81,0.0,0.0,33.0,0,161.0,0.0,380.0,0,0.0,0.0,0.0
H010,8,264.0,6133,319.0,0.21,0.0,84,0.0,0.0,36.0,0,175.0,0.0,380.0,0,0.0,0.0,0.0
H010,9,277.0,6487,343.0,0.24,0.0,88,0.0,0.0,39.0,0,188.0,0.0,380.0,0,0.0,0.0,0.0
H010,10,291.0,6841,368.0,0.27,0.0,91,0.0,0.0,42.0,0,202.0,0.0,380.0,0,0.0,0.0,0.0
H010,11,304.0,7194,392.0,0.3,0.0,94,0.0,0.0,45.0,0,215.0,0.0,380.0,0,0.0,0.0,0.0
H010,12,318.0,7548,417.0,0.33,0.0,98,0.0,0.0,48.0,0,229.0,0.0,380.0,0,0.0,0.0,0.0
H010,13,331.0,7902,442.0,0.36,0.0,101,0.0,0.0,51.0,0,242.0,0.0,380.0,0,0.0,0.0,0.0
H010,14,345.0,8256,466.0,0.39,0.0,104,0.0,0.0,54.0,0,256.0,0.0,380.0,0,0.0,0.0,0.0
H010,15,358.0,8610,491.0,0.42,0.0,107,0.0,0.0,57.0,0,269.0,0.0,380.0,0,0.0,0.0,0.0
H011,1,183.0,3400,135.0,0.0,0.0,50,0.0,0.0,27.0,0,80.0,0.0,360.0,0,0.0,0.0,0.0
H011,2,200.0,3660,155.0,0.03,0.0,52,0.0,0.0,30.0,0,93.0,0.0,360.0,0,0.0,0.0,0.0
H011,3,217.0,3920,175.0,0.06,0.0,54,0.0,0.0,33.0,0,107.0,0.0,360.0,0,0.0,0.0,0.0
H011,4,234.0,4180,195.0,0.09,0.0,56,0.0,0.0,36.0,0,120.0,0.0,360.0,0,0.0,0.0,0.0
H011,5,251.0,4440,215.0,0.12,0.0,58,0.0,0.0,39.0,0,134.0,0.0,360.0,0,0.0,0.0,0.0
H011,6,268.0,4700,235.0,0.15,0.0,60,0.0,0.0,42.0,0,147.0,0.0,360.0,0,0.0,0.0,0.0
H011,7,285.0,4960,255.0,0.18,0.0,62,0.0,0.0,45.0,0,161.0,0.0,360.0,0,0.0,0.0,0.0
H011,8,302.0,5220,275.0,0.21,0.0,64,0.0,0.0,48.0,0,175.0,0.0,360.0,0,0.0,0.0,0.0
H011,9,319.0,5480,295.0,0.24,0.0,66,0.0,0.0,51.0,0,188.0,0.0,360.0,0,0.0,0.0,0.0
H011,10,336.0,5740,315.0,0.27,0.0,68,0.0,0.0,54.0,0,201.0,0.0,360.0,0,0.0,0.0,0.0
H011,11,353.0,6000,335.0,0.3,0.0,70,0.0,0.0,57.0,0,215.0,0.0,360.0,0,0.0,0.0,0.0
H011,12,370.0,6260,355.0,0.33,0.0,72,0.0,0.0,60.0,0,228.0,0.0,360.0,0,0.0,0.0,0.0
H011,13,387.0,6520,375.0,0.36,0.0,74,0.0,0.0,63.0,0,242.0,0.0,360.0,0,0.0,0.0,0.0
H011,14,404.0,6780,395.0,0.39,0.0,76,0.0,0.0,66.0,0,255.0,0.0,360.0,0,0.0,0.0,0.0
H011,15,421.0,7040,415.0,0.42,0.0,78,0.0,0.0,69.0,0,269.0,0.0,360.0,0,0.0,0.0,0.0
H012,1,175.0,3660,134.0,0.0,0.0,55,18.0,0.0,15.0,450,80.0,0.0,380.0,18,18.0,0.2,0.0
H012,2,192.0,3942,157.0,0.03,0.0,58,21.0,0.0,18.0,565,93.0,0.0,380.0,19,21.0,0.2,0.0
H012,3,209.0,4224,174.0,0.06,0.0,61,24.0,0.0,21.0,680,107.0,0.0,380.0,21,24.0,0.2,0.0
H012,4,226.0,4506,194.0,0.09,0.0,64,27.0,0.0,24.0,795,120.0,0.0,380.0,23,27.0,0.2,0.0
H012,5,243.0,4788,214.0,0.12,0.0,67,30.0,0.0,25.0,910,134.0,0.0,380.0,25,30.0,0.2,0.0
H012,6,260.0,5070,234.0,0.15,0.0,70,33.0,0.0,28.0,1025,147.0,0.0,380.0,27,33.0,0.2,0.0
H012,7,277.0,5352,254.0,0.18,0.0,73,36.0,0.0,30.0,1140,161.0,0.0,380.0,29,36.0,0.2,0.0
H012,8,294.0,5634,274.0,0.21,0.0,76,39.0,0.0,33.0,1255,175.0,0.0,380.0,31,39.0,0.2,0.0
H012,9,311.0,5916,294.0,0.24,0.0,79,42.0,0.0,35.0,1370,188.0,0.0,380.0,33,42.0,0.2,0.0
H012,10,328.0,6198,313.0,0.27,0.0,82,45.0,0.0,38.0,1485,201.0,0.0,380.0,35,45.0,0.2,0.0
H012,11,345.0,6480,333.0,0.3,0.0,85,48.0,0.0,40.0,1600,215.0,0.0,380.0,37,48.0,0.2,0.0
H012,12,362.0,6762,353.0,0.33,0.0,88,51.0,0.0,43.0,1715,228.0,0.0,380.0,38,51.0,0.2,0.0
H012,13,379.0,7044,373.0,0.36,0.0,91,54.0,0.0,45.0,1830,242.0,0.0,380.0,40,54.0,0.2,0.0
H012,14,396.0,7326,392.0,0.39,0.0,94,57.0,0.0,48.0,1945,255.0,0.0,380.0,42,57.0,0.2,0.0
H012,15,413.0,7608,412.0,0.42,0.0,97,60.0,0.0,51.0,2060,269.0,0.0,380.0,44,60.0,0.2,0.0
H013,1,160.0,3000,131.0,0.0,0.0,57,18.0,0.0,0.0,600,80.0,0.0,360.0,19,18.0,0.0,0.13
H013,2,169.0,3235,149.0,0.01,0.0,55,21.0,0.0,0.0,720,93.0,0.0,360.0,20,21.0,0.0,0.13
H013,3,179.0,3470,168.0,0.02,0.0,61,24.0,0.0,0.0,840,107.0,0.0,360.0,22,24.0,0.0,0.13
H013,4,188.0,3705,187.0,0.03,0.0,63,27.0,0.0,0.0,960,120.0,0.0,360.0,24,27.0,0.0,0.13
H013,5,198.0,3940,206.0,0.04,0.0,65,30.0,0.0,0.0,1080,134.0,0.0,360.0,26,30.0,0.0,0.13
H013,6,208.0,4175,225.0,0.05,0.0,67,33.0,0.0,0.0,1200,147.0,0.0,360.0,28,33.0,0.0,0.13
H013,7,217.0,4410,244.0,0.06,0.0,69,36.0,0.0,0.0,1320,160.0,0.0,360.0,30,36.0,0.0,0.13
H013,8,227.0,4645,263.0,0.07,0.0,72,39.0,0.0,0.0,1440,174.0,0.0,360.0,32,39.0,0.0,0.13
H013,9,236.0,4880,281.0,0.08,0.0,74,42.0,0.0,0.0,1560,187.0,0.0,360.0,33,42.0,0.0,0.13
H013,10,246.0,5115,300.0,0.09,0.0,77,45.0,0.0,0.0,1680,201.0,0.0,360.0,35,45.0,0.0,0.13
H013,11,255.0,5350,319.0,0.1,0.0,79,48.0,0.0,0.0,1800,214.0,0.0,360.0,37,48.0,0.0,0.13
H013,12,265.0,5585,338.0,0.11,0.0,81,51.0,0.0,0.0,1920,228.0,0.0,360.0,39,51.0,0.0,0.13
H013,13,274.0,5820,357.0,0.12,0.0,84,54.0,0.0,0.0,2040,241.0,0.0,360.0,41,54.0,0.0,0.13
H013,14,284.0,6055,375.0,0.13,0.0,86,57.0,0.0,0.0,2160,255.0,0.0,360.0,42,57.0,0.0,0.13
H013,15,293.0,6290,394.0,0.14,0.0,89,60.0,0.0,0.0,2280,268.0,0.0,360.0,44,60.0,0.0,0.13
H014,1,174.0,3720,145.0,0.0,0.0,54,0.0,0.0,27.0,0,80.0,0.0,380.0,0,0.0,0.0,0.0
H014,2,185.0,4055,168.0,0.01,0.0,56,0.0,0.0,30.0,0,93.0,0.0,380.0,0,0.0,0.0,0.0
H014,3,197.0,4390,192.0,0.02,0.0,58,0.0,0.0,33.0,0,107.0,0.0,380.0,0,0.0,0.0,0.0
H014,4,209.0,4725,215.0,0.03,0.0,60,0.0,0.0,36.0,0,120.0,0.0,380.0,0,0.0,0.0,0.0
H014,5,221.0,5060,239.0,0.04,0.0,62,0.0,0.0,39.0,0,134.0,0.0,380.0,0,0.0,0.0,0.0
H014,6,233.0,5395,262.0,0.05,0.0,64,0.0,0.0,42.0,0,147.0,0.0,380.0,0,0.0,0.0,0.0
H014,7,245.0,5730,285.0,0.06,0.0,66,0.0,0.0,45.0,0,160.0,0.0,380.0,0,0.0,0.0,0.0
H014,8,257.0,6065,309.0,0.07,0.0,68,0.0,0.0,48.0,0,174.0,0.0,380.0,0,0.0,0.0,0.0
H014,9,268.0,6400,332.0,0.08,0.0,70,0.0,0.0,51.0,0,187.0,0.0,380.0,0,0.0,0.0,0.0
H014,10,280.0,6735,356.0,0.09,0.0,72,0.0,0.0,54.0,0,201.0,0.0,380.0,0,0.0,0.0,0.0
H014,11,292.0,7070,379.0,0.1,0.0,74,0.0,0.0,57.0,0,214.0,0.0,380.0,0,0.0,0.0,0.0
H014,12,304.0,7405,403.0,0.11,0.0,76,0.0,0.0,60.0,0,228.0,0.0,380.0,0,0.0,0.0,0.0
H014,13,316.0,7740,426.0,0.12,0.0,78,0.0,0.0,63.0,0,241.0,0.0,380.0,0,0.0,0.0,0.0
H014,14,327.0,8075,450.0,0.13,0.0,80,0.0,0.0,66.0,0,255.0,0.0,380.0,0,0.0,0.0,0.0
H014,15,339.0,8410,473.0,0.14,0.0,82,0.0,0.0,69.0,0,268.0,0.0,380.0,0,0.0,0.0,0.0
H015,1,160.0,3555,130.0,0.0,0.0,60,18.0,0.0,0.0,430,80.0,0.0,400.0,15,18.0,0.0,0.0
H015,2,168.0,3877,150.0,0.01,0.0,62,21.0,0.0,0.0,525,93.0,0.0,400.0,16,21.0,0.0,0.0
H015,3,177.0,4199,170.0,0.02,0.0,65,24.0,0.0,0.0,620,107.0,0.0,400.0,18,24.0,0.0,0.0
H015,4,186.0,4521,190.0,0.03,0.0,68,27.0,0.0,0.0,715,120.0,0.0,400.0,19,27.0,0.0,0.0
H015,5,195.0,4843,210.0,0.04,0.0,69,30.0,0.0,0.0,810,134.0,0.0,400.0,22,30.0,0.0,0.0
H015,6,204.0,5165,230.0,0.05,0.0,72,33.0,0.0,0.0,905,147.0,0.0,400.0,23,33.0,0.0,0.0
H015,7,213.0,5487,250.0,0.06,0.0,74,36.0,0.0,0.0,1000,160.0,0.0,400.0,24,36.0,0.0,0.0
H015,8,222.0,5809,270.0,0.07,0.0,76,39.0,0.0,0.0,1095,174.0,0.0,400.0,26,39.0,0.0,0.0
H015,9,230.0,6131,290.0,0.08,0.0,79,42.0,0.0,0.0,1190,187.0,0.0,400.0,28,42.0,0.0,0.0
H015,10,239.0,6453,310.0,0.09,0.0,81,45.0,0.0,0.0,1285,201.0,0.0,400.0,29,45.0,0.0,0.0
H015,11,248.0,6775,330.0,0.1,0.0,84,48.0,0.0,0.0,1380,214.0,0.0,400.0,31,48.0,0.0,0.0
H015,12,257.0,7097,350.0,0.11,0.0,86,51.0,0.0,0.0,1475,228.0,0.0,400.0,33,51.0,0.0,0.0
H015,13,266.0,7419,370.0,0.12,0.0,88,54.0,0.0,0.0,1570,241.0,0.0,400.0,35,54.0,0.0,0.0
H015,14,274.0,7741,390.0,0.13,0.0,91,57.0,0.0,0.0,1665,255.0,0.0,400.0,36,57.0,0.0,0.0
H015,15,283.0,8063,410.0,0.14,0.0,93,60.0,0.0,0.0,1760,268.0,0.0,400.0,38,60.0,0.0,0.0
H016,1,162.0,3672,138.0,0.0,0.0,57,0.0,0.0,0.0,450,80.0,0.0,360.0,16,0.0,0.0,0.0
